title,image,ingredients,instructions,nutrition_info,clean_ingredients
Fish Adobo Recipe,https://panlasangpinoy.com/wp-content/uploads/2014/02/Fish-Adobo.jpg,"['▢ 2 lbs. round scad galunggong, gutted and cleaned', '▢ 1 tablespoon minced garlic', '▢ 4 dried bay leaves', '▢ 1 tablespoon whole pepper corn', '▢ 5 tablespoons dark soy sauce', '▢ 3 tablespoons white vinegar', '▢ 1 cup water', '▢ 2 tablespoons sea salt']","['Rub sea salt all over the fish including the inner cavity.', 'Arrange the fish in a cooking pot.', 'Pour-in water and soy sauce. Bring to a boil.', 'Put-in garlic, pepper corn, and bay leaves. Cook uncovered for 5 minutes.', 'Pour-in vinegar. Cover and allow to re-boil. Cook for 10 to 15 minutes in low to medium heat or until the liquid reduces.', 'Transfer to a serving plate.', 'Serve with steamed white rice. Share and enjoy!']",,"['water', 'sea salt', 'whole pepper corn', 'garlic', 'dark soy sauce', 'white vinegar', 'round scad galunggong gutted', 'bay leaves']"
Tuna Melt Sandwich,https://panlasangpinoy.com/wp-content/uploads/2014/02/Tuna-Melt-Sandwich.jpg,"['▢ 10 ounces Albacore Tuna in can, drained', '▢ 1 medium yellow onion minced', '▢ 4 to 5 tablespoons mayonnaise', '▢ 1 1/2 tablespoons sweet pickle relish', '▢ 6 bread slices', '▢ 6 thick slices Swiss cheese', '▢ salt to taste']","['Combine the drained tuna, onion, pickle relish, and mayonnaise in a medium bowl. Gently mix the ingredients.', 'Use a small teaspoon to taste the mixture. Add salt as needed. Mix well.', 'Arrange the cheese on top of one slice of bread. Top with 1/3 of the tuna mixture. Place another slice of cheese on top of the tuna mixture, and then top with the second bread slice. Do this step until all 3 sandwiches are assembled.', 'Heat a skillet. Put one tuna sandwich on the heated skillet and let one side cook for 1 to 3 minutes or until the cheese starts to melt. Flip the sandwich to toast the other side.', 'Remove the sandwich from the skillet. Slice in half.', 'Serve. Share and enjoy!']",,"['mayonnaise', 'Albacore Tuna in', 'yellow onion', 'bread', 'sweet pickle relish', 'salt', 'thick Swiss cheese']"
Pamplina Recipe (Pork and Chorizo Soup with Beans),https://panlasangpinoy.com/wp-content/uploads/2014/02/Pamplina-Soup-Recipe.jpg,"['▢ 2 lbs. pork pata sliced', '▢ 2 pieces chorizo de bilbao', '▢ 2 cups beef or pork broth', '▢ 1 cup water', '▢ 1 can 11 oz. pork and beans', '▢ 1 medium yellow onion chopped', '▢ 2 medium plum tomatoes chopped', '▢ 1 head medium Napa cabbage chopped', '▢ Salt and pepper to taste']","['Combine the pork, pork and beans, onion, tomato, chorizo, and pork broth in a slow cooker. Slow cook in high mode for 5 hours. This will make the pork pata very tender and the soup more flavorful because of the flavors extracted from the ingredients.', 'Once the pata becomes tender. Add water and Napa cabbage. Continue to slow cook for 1 to 1 1/2 hours.', 'Add salt and pepper to taste. Stir.', 'Transfer to a serving bowl. Serve.', 'Share and enjoy!']",,"['water', 'head Napa cabbage', 'beef or pork broth', 'yellow onion', '. pork beans', 'Salt pepper', 'plum tomatoes', 'pork pata', 'chorizo de bilbao']"
Billy’s BBQ Chicken Recipe,https://panlasangpinoy.com/wp-content/uploads/2014/03/tisoys-bbq-chicken-recipe.jpg,"['▢ 3 pounds chicken that are cut in serving pieces', '▢ 3/4 cup barbecue sauce like sweet baby ray’s', '▢ Salt and freshly ground black pepper', '▢ Half cup canola oil']","['Coat the chicken pieces with oil and rub salt and pepper all over.', 'Start heating-up your grill. Both charcoal and gas grills are ok to use.', 'Place the chicken on the hot grill. Let each side grill for 7 minutes. Baste the uncooked side of the chicken with BBQ sauce.', 'Turn-over the chicken. Baste the grilled side with BBQ sauce. Close the grill. Have the chicken grill for 8 to 10 minutes. Continue to turn over the chicken and grill for 5 minutes on each side until the inside temp reaches 170F (you need a meat thermometer to be on the safe side).', 'Serve this with grilled corn on the cob.']",,"['Half canola oil', 'Salt freshly ground black pepper', 'chicken that are in', 'barbecue sauce like sweet baby ray’s']"
Spring Fried Chicken,https://panlasangpinoy.com/wp-content/uploads/2014/02/Spring-Fried-Chicken.jpg,"['▢ 2 cornish game hens', '▢ 2 tablespoons soy sauce', '▢ 4 tablespoons fish sauce', '▢ 1/2 cup dark brown sugar', '▢ 1/2 cup cooking wine shaoxing or dry sherry', '▢ 1 1/2 teaspoons nutmeg', '▢ 1 teaspoon garlic powder', '▢ 1 teaspoon ground black pepper', '▢ 5 cups water', '▢ 5 cups cooking oil']","['Prepare the marinade by Combining cooking wine, fish sauce, soy sauce, dark brown sugar, nutmeg, garlic powder and grund black pepper. Stir to mix.', 'Place the chicken in a resealable freezer bag. Pour-in the marinade.Make sure that the chicken is well coated with the marinade. Seal the bag and refrigerate for 3 to 5 hours.', 'Pour the water in a steamer and let it boil. Steam the marinated chicken for 40 to 50 minutes.', 'Remove the chicken from the steamer and place over a wire rack or a plate. Leave it that way for 2 to 3 hours until the skin becomes dry.', 'Heat the oil in a cooking pot or deep fryer. Fry at 350F for 8 to 14 minutes or until the chicken turns medium to golden brown.', 'Remove from the fryer, transfer to a serving plate.', 'Serve. Share and enjoy!']",,"['water', 'garlic powder', 'dark brown sugar', 'fish sauce', 'cornish game hens', 'ground black pepper', 'cooking oil', 'nutmeg', 'cooking wine shaoxing or dry sherry', 'soy sauce']"
Monggo Guisado with Dilis and Malunggay (Mung Bean Stew with Dried Anchovies),https://panlasangpinoy.com/wp-content/uploads/2014/02/Monggo-Guisado-with-Dilis-and-Malunggay.jpg,"['▢ 1 1/4 cups mung beans', '▢ 4 to 6 cups water', '▢ 1/2 cup dried anchovies dilis', '▢ 1 cup malunggay leaves', '▢ 1 medium yellow onion sliced', '▢ 1 medium plum tomato diced', '▢ 3 cloves crushed garlic', '▢ 3 tablespoons cooking oil', '▢ 2 tablespoons fish sauce', '▢ 1/4 teaspoon ground black pepper to taste']","['Boil 5 cups of water in a cooking pot. Add the mung beans and continue to boil for 35 to 40 minutes until the mung beans expand a little and become soft (Note: add more water if needed). Set aside.', 'Heat the cooking oil in a separate cooking pot.', 'Saute the garlic and onion. Add the tomato and continue to saute for 2 minutes.', 'Put-in the dried anchovies. Stir.', 'Add the boiled mung beans. Stir. And continue to saute for 2 minutes.', 'Pour 1 to 2 cups of water. Let boil. Turn the heat between low and medium and continue to cook for 5 to 8 minutes.', 'Add-in the malunggay leaves. Stir.', 'Pour-in fish sauce and put some ground black pepper. Stir and cook for 1 to 2 minutes more.', 'Transfer to a serving bowl. Serve.', 'Share and enjoy!']",,"['water', 'fish sauce', 'yellow onion', 'ground black pepper', 'anchovies dilis', 'garlic', 'malunggay leaves', 'cooking oil', 'mung beans', 'plum tomato']"
Linat an Recipe (Boiled Pork Soup with Lemongrass),https://panlasangpinoy.com/wp-content/uploads/2014/02/Linat-an.jpg,"['▢ 2 lbs. pork spare ribs', '▢ 5 string beans cut in 2 1/2 inch length', '▢ A bunch of green onions cut in 3 inch length', '▢ 2 medium taro root gabi, chopped', '▢ A bunch of lemongrass cleaned and tied together', '▢ 3 cups rice washing', '▢ 3 cups beef or pork broth', '▢ 1 small red bell pepper sliced', '▢ 1 medium yellow onion quartered', '▢ Salt and pepper to taste']","['Combine rice washing and beef broth in a cooking pot. Bring to a boil.', 'Put-in the spare ribs, lemongrass, and onion. Simmer for 45 to 60 minutes or until the pork becomes tender.', 'Add-in the gabi. Cook for 5 to 8 minutes.', 'Put-in the string beans and bell pepper. Cook for 3 minutes.', 'Add the green onions. Cook for a minute.', 'Add salt and pepper to taste.', 'Transfer to a serving plate.', 'Serve. Share and enjoy!']",,"['green onions in inch length', 'taro root gabi', 'beef or pork broth', 'yellow onion', 'Salt pepper', 'lemongrass tied together', 'red bell pepper', 'pork spare ribs', 'rice washing', 'string beans in inch length']"
Adobong Sitaw with Tofu,https://panlasangpinoy.com/wp-content/uploads/2014/01/Adobong-Sitaw-with-Tofu.jpg,"['▢ 12 to 15 pieces string beans cut into 2 ½ inch length', '▢ 3 pieces extra firm tofu about 3 oz. per piece, fried until medium brown', '▢ 1 medium yellow onion sliced', '▢ 1/2 cup soy sauce', '▢ 1/4 cup water', '▢ 1/4 cup white vinegar', '▢ 5 cloves garlic crushed', '▢ 3 tablespoons cooking oil', '▢ Salt and pepper to taste']","['Slice the fried tofu into squares. Set aside.', 'Heat the cooking oil in a pan.', 'Saute garlic and onion until the onion is soft.', 'Put-in the sliced tofu. Add soy sauce and water. Let boil.', 'Pour-in the vinegar. Let it reboil.', 'Add the string beans. Stir and cover. Simmer for 5 minutes.', 'Add salt and pepper to taste.', 'Transfer to a serving bowl. Serve.', 'Share and enjoy!']",,"['water', 'extra firm tofu . per fried until brown', 'yellow onion', 'Salt pepper', 'garlic', 'cooking oil', 'white vinegar', 'string beans inch length', 'soy sauce']"
Kinamunggayang Manok Recipe,https://panlasangpinoy.com/wp-content/uploads/2014/02/Kinamunggayang-Manok.jpg,"['▢ 1 1/2 lbs. chicken cut into serving pieces', '▢ 1 medium banana blossom puso ng saging, shredded', '▢ 1 1/2 cups malunggay leaves', '▢ 2 cups chicken broth', '▢ 5 cups water', '▢ 1 medium onion sliced', '▢ 4 cloves garlic crushed', '▢ 3 tablespoons cooking oil', '▢ 1 1/2 tablespoon fish sauce', '▢ 1/4 teaspoon ground black pepper', '▢ 1 tablespoon salt']","['Soak the banana blossom in brine (combine 2 cups water and 1 tablespoon salt) for at least 3 hours. Let the sap out by squeezing the banana blossom. Set aside.', 'Heat the oil in a cooking pot.', 'Saute the garlic and onion.', 'Add-in the chicken pieces. Cook for 2 to 3 minutes or until the chicken turns light brown.', 'Pour-in the chicken broth and 3 cups water. Let boil. Simmer covered for 30 to 40 minutes. Add water if necessary.', 'Put-in the shredded banana blossom. Stir and cook for 2 minutes.', 'Add the malunggay leaves. Cook for a minute.', 'Pour-in the fish sauce and add the ground black pepper.', 'Transfer to a serving plate.', 'Serve with white rice.', 'Share and enjoy!']",,"['water', 'onion', 'fish sauce', 'ground black pepper', 'chicken', 'garlic', 'malunggay leaves', 'cooking oil', 'chicken broth', 'salt', 'banana blossom puso ng saging']"
Inihaw na Pork Chop,https://panlasangpinoy.com/wp-content/uploads/2014/01/Grilled-Pinoy-Pork-Chop.jpg,"['▢ 4 pieces pork chops', '▢ 1 medium lemon or 3 pieces calamansi', '▢ 1/2 cup soy sauce', '▢ 4 cloves garlic crushed and minced', '▢ 1/2 teaspoon salt', '▢ 1/2 teaspoon ground black pepper', '▢ 1/4 cup banana ketchup', '▢ 1/2 teaspoon sugar', '▢ 1 tablespoon cooking oil']","['Make the marinade by combining the soy sauce, ketchup, garlic, salt, sugar, ground black pepper, and lemon juice in a bowl. Mix well.', 'Arrange the pork chops in a ziploc bag or resealable plastic bag. Pour the marinade inside the bag. Let the air out and seal the bag. Place in the fridge to marinate for 5 to 8 hours.', 'Separate the pork chops with the remaining marinade. Place the marinade in a bowl and then add cooking oil. Stir.', 'Heat-up the grill. Grill the marinated pork chops in medium heat for 3 to 4 minutes per side while basting with the remaining marinade and oil mixture. Do this step twice and add more grilling time as needed.', 'Transfer to a serving plate. Serve!', 'Share and enjoy!']",,"['pork chops', 'banana ketchup', 'sugar', 'ground black pepper', 'garlic', 'cooking oil', 'salt', 'lemon or calamansi', 'soy sauce']"
Sayote Guisado with Chicken and Shrimp,https://panlasangpinoy.com/wp-content/uploads/2014/01/Sayote-Guisado-with-Chicken-and-Shrimp.jpg,"['▢ 1 large chayote sayote, cored and sliced', '▢ 6 ounces boneless chicken breast thinly sliced', '▢ 8 to 10 pieces medium shrimp deveined, shell and head removed', '▢ 5 cloves garlic crushed', '▢ 1 medium yellow onion sliced', '▢ 2 cups chicken broth', '▢ Salt and pepper to taste', '▢ 3 tablespoons cooking oil']","['Heat the cooking oil in a pan.', 'Saute the garlic and onion until the onion is soft.', 'Add the chicken slices. Cook for 2 minutes.', 'Pour-in 1 cup of chicken broth. Cover and let boil. Simmer for 15 minutes.', 'At this point, the liquid should have been reduced to more than half. Put-in the chayote. Cook for 2 minutes.', 'Add the shrimp. Cook for 1 minute.', 'Pour-in the remaining chicken broth. Let boil and cook for 1 to 2 minutes.', 'Add salt and pepper to taste.', 'Transfer to a serving bowl. Serve.', 'Share and enjoy!']",,"['boneless chicken breast', 'yellow onion', 'Salt pepper', 'chayote sayote cored', 'garlic', 'cooking oil', 'chicken broth', 'shrimp deveined shell head removed']"
Chicken with Ampalaya in Oyster Sauce,https://panlasangpinoy.com/wp-content/uploads/2014/01/Chicken-with-Ampalaya-in-Oyster-Sauce.jpg,"['▢ 1 lb. boneless chicken breast sliced into think pieces', '▢ 2 medium Ampalaya bitter gourd, cored and sliced', '▢ 1 small yellow onion sliced', '▢ 4 cloves garlic chopped', '▢ 3 tablespoons oyster sauce', '▢ 1/2 cup water or chicken broth', '▢ Salt and pepper to taste', '▢ 2 tablespoons cooking oil']","['Heat the oil in a pan.', 'Once the oil is hot, sauté the onion and the garlic until the onion becomes soft.', 'Add the sliced chicken breast. Cook for 2 to 3 minutes or until the color turns light brown.', 'Add the oyster sauce. Continue to cook for 2 minutes.', 'Pour-in water or chicken broth. Let it boil. Cover and simmer for 10 to 12 minutes (add water, if necessary).', 'Put-in the sliced Ampalaya. Stir and cook in medium heat for 3 to 5 minutes.', 'Add salt and pepper to taste.', 'Transfer to a serving plate. Serve with brown or white rice.', 'Share and enjoy!']",,"['Ampalaya bitter gourd cored', 'water or chicken broth', 'yellow onion', 'Salt pepper', 'garlic', 'cooking oil', 'boneless chicken breast think', 'oyster sauce']"
Nilagang Baboy (Boiled Pork Soup),https://panlasangpinoy.com/wp-content/uploads/2014/01/Pork-Nilaga.jpg,"['▢ 2 lbs. pork belly or shoulder, cubed', '▢ 1 medium yellow onion', '▢ 1 medium cabbage quartered', '▢ 2 medium potatoes peeled and cubed', '▢ 4 pieces ripe saba banana sliced in half crosswise', '▢ 6 to 8 cups beef or pork broth', '▢ 1 teaspoon whole peppercorn', '▢ Salt to taste', '▢ 3 tablespoons cooking oil']","['Heat the cooking oil in a deep cooking pot.', 'Once the oil becomes hot, saute the onion.', 'Add the whole pepper corn. Continue to cook for 20 seconds.', 'Put-in the pork. Cook until the color turns light brown (about 3 to 5 minutes).', 'Pour-in the beef or pork broth. Bring to a boil. Simmer for 45 to 60 minutes or until the pork becomes tender.', 'Add the saba banana and potatoes. Stir and cook for 12 minutes.', 'Put-in the cabbage. Add salt to taste. Stir. Cover and continue to cook for 3 minutes.', 'Transfer to a serving bowl. Serve with a spicy fish sauce dipping sauce.', 'Share and enjoy!']",,"['saba banana in half', 'whole peppercorn', 'beef or pork broth', 'yellow onion', 'potatoes', 'cooking oil', 'pork belly or shoulder', 'cabbage', 'Salt']"
Bas uy Recipe (Pork and Liver Soup with Lemongrass and Chayote),https://panlasangpinoy.com/wp-content/uploads/2014/01/Bas-Uy.jpg,"['▢ 1 lb. pork shoulder sliced', '▢ 1/2 lb. pig liver sliced', '▢ 2 pieces chayote sliced', '▢ 4 stalks green onion or onion leek; cut in 2 inch length', '▢ 1 thumb ginger julienne', '▢ 1 medium yellow onion minced', '▢ 3 cloves garlic minced', '▢ 2 stalks lemongrass tied', '▢ 6 cups beef or pork broth', '▢ 3 tablespoons cooking oil', '▢ Salt and pepper to taste']","['Heat the cooking oil in a cooking pot.', 'Once the oil becomes hot, sauté onion and ginger until the onion becomes soft.', 'Add the sliced liver. Continue to sauté for 2 minutes. This will remove the gamy taste and aroma. Remove the liver and temporarily place in a clean plate.', 'Put-in the garlic. Saute until color turns light brown.', 'Add-in the pork. Cook for 3 to 5 minutes.', 'Pour-in the beef broth. Let boil.', 'Put-in the lemongrass. Cover and simmer for 30 to 45 minutes.', 'Remove the lemongrass. Put-in the chayote and cooked liver. Continue to cook in medium heat for 3 to 5 minutes. Add water, if needed.', 'Add-in the green onion or onion leeks. Cook for 2 minutes.', 'Add salt and pepper to taste. You can also use fish sauce if you prefer.', 'Serve hot with rice.', 'Share and enjoy!']",,"['pork shoulder', 'stalks green onion or onion leek; in inch length', 'pig liver', 'beef or pork broth', 'yellow onion', 'thumb ginger', 'chayote', 'Salt pepper', 'garlic', 'cooking oil', 'stalks lemongrass tied']"
